il_kod,ilce_kod,il_adi,ilce_adi,nufus_18plus,yuzolcum,toplam_hayvan_2024,veteriner_hekim,veteriner_tahmini_norm,veteriner_tahmini_norm_yuvarlak,veteriner_norm_farki,veteriner_durumu,gida_muhendisi,gida_tahmini_norm,gida_tahmini_norm_yuvarlak,gida_norm_farki,gida_durumu,ziraat_muhendisi,ziraat_tahmini_norm,ziraat_tahmini_norm_yuvarlak,ziraat_norm_farki,ziraat_durumu
15,1211,Burdur,Bucak,40267,,681,13.0,12.159818,12,1.0,dengede,3.0,2.5984213,3,0.0,dengede,16.0,12.964013,13,3.0,norm_fazlasi
15,1899,Burdur,Çavdýr,6490,,462,3.0,5.180235,5,-2.0,norm_eksigi,1.0,1.5744402,2,-1.0,norm_eksigi,6.0,5.9956813,6,0.0,dengede
15,1903,Burdur,Çeltikçi,1876,,470,4.0,2.2992625,2,2.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,4.0,2.5095375,3,1.0,norm_fazlasi
15,1357,Burdur,Gölhisar,15179,,578,11.0,8.90833,9,2.0,norm_fazlasi,1.0,1.493674,1,0.0,dengede,8.0,9.016352,9,-1.0,dengede
15,1813,Burdur,Karamanlý,4776,,548,5.0,3.4836698,3,2.0,norm_fazlasi,0.0,0.054875575,0,0.0,dengede,5.0,3.400222,3,2.0,norm_fazlasi
15,1816,Burdur,Kemer,1201,,439,3.0,2.535,3,0.0,dengede,0.0,0.0,0,0.0,dengede,2.0,2.2979593,2,0.0,dengede
15,1672,Burdur,Tefenni,4718,,451,5.0,4.1439676,4,1.0,norm_fazlasi,0.0,0.031122811,0,0.0,dengede,4.0,4.3790307,4,0.0,dengede
15,1728,Burdur,Yeþilova,4282,,578,5.0,6.5992193,7,-2.0,norm_eksigi,0.0,0.08456975,0,0.0,dengede,5.0,7.8062277,8,-3.0,norm_eksigi
16,1783,Bursa,Büyükorhan,9678,,429,3.0,3.3753078,3,0.0,dengede,0.0,0.06555388,0,0.0,dengede,2.0,3.827991,4,-2.0,norm_eksigi
16,1343,Bursa,Gemlik,84461,,341,5.0,7.0484447,7,-2.0,norm_eksigi,4.0,3.3015969,3,1.0,norm_fazlasi,9.0,15.483174,15,-6.0,norm_eksigi
16,1935,Bursa,Gürsu,76010,,406,5.0,6.1305075,6,-1.0,dengede,4.0,2.352139,2,2.0,norm_fazlasi,10.0,10.266604,10,0.0,dengede
16,1799,Bursa,Harmancýk,5200,,453,2.0,2.699599,3,-1.0,norm_eksigi,0.0,0.03642551,0,0.0,dengede,3.0,3.6834154,4,-1.0,norm_eksigi
16,1411,Bursa,Ýnegöl,233613,,581,14.0,14.494544,14,0.0,dengede,7.0,6.7707634,7,0.0,dengede,15.0,23.17856,23,-8.0,norm_eksigi
16,1420,Bursa,Ýznik,38104,,436,3.0,6.355673,6,-3.0,norm_eksigi,3.0,2.04177,2,1.0,norm_fazlasi,12.0,11.514808,12,0.0,dengede
16,1434,Bursa,Karacabey,68306,,611,14.0,13.300836,13,1.0,dengede,3.0,2.9373758,3,0.0,dengede,14.0,18.074928,18,-4.0,norm_eksigi
16,1457,Bursa,Keles,10996,,484,4.0,4.9857388,5,-1.0,norm_eksigi,2.0,1.4234523,1,1.0,norm_fazlasi,3.0,3.64138,4,-1.0,norm_eksigi
16,1960,Bursa,Kestel,56415,,527,7.0,9.293296,9,-2.0,norm_eksigi,2.0,2.885391,3,-1.0,norm_eksigi,15.0,10.689078,11,4.0,norm_fazlasi
16,1530,Bursa,Mudanya,87768,,479,7.0,10.443394,10,-3.0,norm_eksigi,4.0,3.3450084,3,1.0,norm_fazlasi,22.0,15.433431,15,7.0,norm_fazlasi
16,1535,Bursa,Mustafakemalpaþa,85488,,570,14.0,12.89364,13,1.0,dengede,3.0,4.039919,4,-1.0,norm_eksigi,20.0,14.370347,14,6.0,norm_fazlasi
16,1829,Bursa,Nilüfer,432989,,484,17.0,12.443096,12,5.0,norm_fazlasi,10.0,10.8127365,11,-1.0,dengede,20.0,25.38137,25,-5.0,norm_eksigi
16,1553,Bursa,Orhaneli,15525,,548,4.0,5.6529236,6,-2.0,norm_eksigi,1.0,1.4639074,1,0.0,dengede,4.0,8.798926,9,-5.0,norm_eksigi
16,1554,Bursa,Orhangazi,61950,,466,4.0,9.578054,10,-6.0,norm_eksigi,2.0,2.601021,3,-1.0,norm_eksigi,7.0,13.668,14,-7.0,norm_eksigi
16,1832,Bursa,Osmangazi,669873,,500,20.0,15.846131,16,4.0,norm_fazlasi,15.0,16.485716,16,-1.0,dengede,26.0,28.351267,28,-2.0,dengede
16,1725,Bursa,Yeniþehir,43917,,552,10.0,12.032521,12,-2.0,dengede,2.0,2.0180986,2,0.0,dengede,12.0,14.263308,14,-2.0,dengede
16,1859,Bursa,Yýldýrým,480785,,342,12.0,8.462548,8,4.0,norm_fazlasi,9.0,10.22818,10,-1.0,dengede,8.0,15.308777,15,-7.0,norm_eksigi
17,1160,Çanakkale,Ayvacýk,17164,,512,7.0,7.613452,8,-1.0,dengede,2.0,1.5969776,2,0.0,dengede,11.0,11.07997,11,0.0,dengede
17,1180,Çanakkale,Bayramiç,12477,,610,8.0,8.078805,8,0.0,dengede,0.0,0.25454968,0,0.0,dengede,13.0,11.191566,11,2.0,dengede
17,1190,Çanakkale,Biga,50080,,620,18.0,13.567815,14,4.0,norm_fazlasi,2.0,2.5787237,3,-1.0,norm_eksigi,22.0,19.836662,20,2.0,dengede
17,1205,Çanakkale,Bozcaada,3018,,302,2.0,2.5632184,3,-1.0,norm_eksigi,1.0,1.0174295,1,0.0,dengede,4.0,3.2513747,3,1.0,norm_fazlasi
17,1229,Çanakkale,Çan,25081,,528,12.0,8.672401,9,3.0,norm_fazlasi,1.0,1.6611913,2,-1.0,norm_eksigi,9.0,10.231524,10,-1.0,dengede
17,1293,Çanakkale,Eceabat,4783,,479,3.0,4.1215906,4,-1.0,norm_eksigi,2.0,1.2548742,1,1.0,norm_fazlasi,7.0,7.8966312,8,-1.0,dengede
17,1326,Çanakkale,Ezine,14998,,533,13.0,8.809845,9,4.0,norm_fazlasi,2.0,1.3932363,1,1.0,norm_fazlasi,11.0,10.122554,10,1.0,dengede
17,1340,Çanakkale,Gelibolu,28560,,540,7.0,8.378299,8,-1.0,dengede,2.0,1.445423,1,1.0,norm_fazlasi,12.0,10.299138,10,2.0,norm_fazlasi
17,1408,Çanakkale,Gökçeada,6543,,428,3.0,2.8432038,3,0.0,dengede,1.0,1.5331553,2,-1.0,norm_eksigi,4.0,4.6717134,5,-1.0,norm_eksigi
17,1503,Çanakkale,Lapseki,18147,,589,7.0,7.683242,8,-1.0,dengede,2.0,1.5726445,2,0.0,dengede,16.0,10.924468,11,5.0,norm_fazlasi
17,1722,Çanakkale,Yenice,8218,,506,10.0,9.852672,10,0.0,dengede,1.0,1.424671,1,0.0,dengede,11.0,10.023323,10,1.0,dengede
18,1765,Çankýrý,Atkaracalar,3541,,315,1.0,2.4292274,2,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,1.0,3.6596396,4,-3.0,norm_eksigi
18,1885,Çankýrý,Bayramören,449,,292,1.0,1.801587,2,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,1.0,2.066934,2,-1.0,norm_eksigi
18,1248,Çankýrý,Çerkeþ,9533,,362,3.0,4.519844,5,-2.0,norm_eksigi,0.0,0.011212602,0,0.0,dengede,4.0,6.285858,6,-2.0,norm_eksigi
18,1300,Çankýrý,Eldivan,2770,,400,3.0,2.5174637,3,0.0,dengede,0.0,0.0,0,0.0,dengede,3.0,3.81483,4,-1.0,norm_eksigi
18,1399,Çankýrý,Ilgaz,6069,,383,2.0,2.3044324,2,0.0,dengede,0.0,0.0,0,0.0,dengede,2.0,2.5739715,3,-1.0,norm_eksigi
18,1817,Çankýrý,Kýzýlýrmak,1621,,352,3.0,2.3650367,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,4.0,4.884584,5,-1.0,norm_eksigi
18,1963,Çankýrý,Korgun,1862,,359,1.0,1.9890554,2,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,2.0,2.9183228,3,-1.0,norm_eksigi
18,1494,Çankýrý,Kurþunlu,5465,,317,2.0,3.7490017,4,-2.0,norm_eksigi,0.0,0.0,0,0.0,dengede,4.0,4.0867777,4,0.0,dengede
18,1555,Çankýrý,Orta,9534,,259,5.0,3.7741022,4,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,3.0,3.789275,4,-1.0,norm_eksigi
18,1649,Çankýrý,Þabanözü,7179,,349,2.0,3.698469,4,-2.0,norm_eksigi,0.0,0.0010537878,0,0.0,dengede,4.0,5.957916,6,-2.0,norm_eksigi
18,1718,Çankýrý,Yapraklý,1458,,424,3.0,2.1070485,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,2.0,2.9296844,3,-1.0,norm_eksigi
19,1124,Çorum,Alaca,14303,,469,5.0,6.6021976,7,-2.0,norm_eksigi,1.0,0.89096755,1,0.0,dengede,6.0,9.45644,9,-3.0,norm_eksigi
19,1177,Çorum,Bayat,4231,,417,3.0,4.261161,4,-1.0,norm_eksigi,0.0,0.01914756,0,0.0,dengede,5.0,5.0948234,5,0.0,dengede
19,1778,Çorum,Boðazkale,1738,,366,3.0,2.1317687,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,2.0,2.5287273,3,-1.0,norm_eksigi
19,1911,Çorum,Dodurga,2045,,328,1.0,2.24255,2,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,2.0,2.7355947,3,-1.0,norm_eksigi
19,1414,Çorum,Ýskilip,13709,,494,5.0,5.0656214,5,0.0,dengede,1.0,0.9999774,1,0.0,dengede,9.0,8.638456,9,0.0,dengede
19,1445,Çorum,Kargý,4402,,554,3.0,2.9500303,3,0.0,dengede,0.0,0.06774466,0,0.0,dengede,4.0,2.677752,3,1.0,norm_fazlasi
19,1972,Çorum,Laçin,1166,,434,3.0,2.0981119,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,3.0,2.8030918,3,0.0,dengede
19,1520,Çorum,Mecitözü,3217,,461,7.0,5.0136604,5,2.0,norm_fazlasi,0.0,0.00044161826,0,0.0,dengede,8.0,5.3517833,5,3.0,norm_fazlasi
19,1976,Çorum,Oðuzlar,2321,,300,2.0,2.7144368,3,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,2.0,2.7988558,3,-1.0,norm_eksigi
19,1556,Çorum,Ortaköy,3525,,419,3.0,2.78834,3,0.0,dengede,0.0,0.0,0,0.0,dengede,3.0,3.335489,3,0.0,dengede
19,1558,Çorum,Osmancýk,23011,,555,7.0,7.273863,7,0.0,dengede,1.0,1.6260763,2,-1.0,norm_eksigi,9.0,11.1379595,11,-2.0,dengede
19,1642,Çorum,Sungurlu,24309,,517,6.0,7.8883314,8,-2.0,norm_eksigi,1.0,1.5788996,2,-1.0,norm_eksigi,8.0,12.267148,12,-4.0,norm_eksigi
19,1850,Çorum,Uðurludað,2466,,445,1.0,2.4126523,2,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,3.0,3.5252762,4,-1.0,norm_eksigi
20,1102,Denizli,Acýpayam,43511,,502,14.0,12.463063,12,2.0,dengede,2.0,1.6992098,2,0.0,dengede,13.0,14.223221,14,-1.0,dengede
20,1769,Denizli,Babadað,3690,,250,4.0,2.5830452,3,1.0,norm_fazlasi,0.0,0.020503663,0,0.0,dengede,5.0,3.7719874,4,1.0,norm_fazlasi
20,1881,Denizli,Baklan,4165,,434,4.0,3.5894287,4,0.0,dengede,0.0,0.01326897,0,0.0,dengede,4.0,4.204944,4,0.0,dengede
20,1774,Denizli,Bekilli,5692,,321,2.0,2.8523028,3,-1.0,norm_eksigi,0.0,0.007106304,0,0.0,dengede,5.0,4.5082016,5,0.0,dengede
20,1888,Denizli,Beyaðaç,5099,,316,4.0,2.7786179,3,1.0,norm_fazlasi,0.0,0.0067542866,0,0.0,dengede,3.0,3.2735336,3,0.0,dengede
20,1889,Denizli,Bozkurt,9434,,479,4.0,4.0596514,4,0.0,dengede,0.0,0.057067916,0,0.0,dengede,6.0,8.00856,8,-2.0,norm_eksigi
20,1214,Denizli,Buldan,24269,,515,5.0,7.1782694,7,-2.0,norm_eksigi,1.0,1.333967,1,0.0,dengede,7.0,9.948926,10,-3.0,norm_eksigi
20,1224,Denizli,Çal,11386,,471,6.0,5.9625406,6,0.0,dengede,0.0,0.06946936,0,0.0,dengede,5.0,8.425321,8,-3.0,norm_eksigi
20,1226,Denizli,Çameli,14054,,468,7.0,6.108018,6,1.0,dengede,1.0,1.2482674,1,0.0,dengede,9.0,4.5264935,5,4.0,norm_fazlasi
20,1233,Denizli,Çardak,6766,,446,5.0,3.6398828,4,1.0,norm_fazlasi,0.0,0.052555155,0,0.0,dengede,4.0,3.9587357,4,0.0,dengede
20,1257,Denizli,Çivril,49363,,502,10.0,13.926746,14,-4.0,norm_eksigi,2.0,2.0586395,2,0.0,dengede,14.0,14.963141,15,-1.0,dengede
20,1371,Denizli,Güney,7254,,430,4.0,3.3502452,3,1.0,norm_fazlasi,0.0,0.025157861,0,0.0,dengede,4.0,4.2447634,4,0.0,dengede
20,1803,Denizli,Honaz,28937,,491,10.0,7.240944,7,3.0,norm_fazlasi,1.0,1.4752722,1,0.0,dengede,11.0,9.629155,10,1.0,dengede
20,1426,Denizli,Kale,16225,,458,5.0,5.2392073,5,0.0,dengede,0.0,0.0820432,0,0.0,dengede,6.0,4.134577,4,2.0,norm_fazlasi
20,2079,Denizli,Merkezefendi,257177,,417,11.0,10.528571,11,0.0,dengede,6.0,6.920505,7,-1.0,dengede,16.0,16.621716,17,-1.0,dengede
20,1871,Denizli,Pamukkale,266391,,507,13.0,14.7319565,15,-2.0,dengede,9.0,7.4019976,7,2.0,norm_fazlasi,15.0,22.87379,23,-8.0,norm_eksigi
20,1597,Denizli,Sarayköy,24348,,417,7.0,6.953514,7,0.0,dengede,2.0,1.2451954,1,1.0,norm_fazlasi,14.0,9.881664,10,4.0,norm_fazlasi
20,1840,Denizli,Serinhisar,11942,,445,6.0,6.2911873,6,0.0,dengede,1.0,1.4427167,1,0.0,dengede,3.0,6.1145873,6,-3.0,norm_eksigi
20,1670,Denizli,Tavas,37607,,535,9.0,8.616045,9,0.0,dengede,1.0,1.4882743,1,0.0,dengede,11.0,11.722232,12,-1.0,dengede
21,2040,Diyarbakýr,Baðlar,251070,,296,13.0,11.9854555,12,1.0,dengede,9.0,5.5509257,6,3.0,norm_fazlasi,25.0,17.471752,17,8.0,norm_fazlasi
21,1195,Diyarbakýr,Bismil,75742,,328,7.0,9.732222,10,-3.0,norm_eksigi,0.0,0.08359574,0,0.0,dengede,25.0,18.006783,18,7.0,norm_fazlasi
21,1249,Diyarbakýr,Çermik,32218,,375,9.0,9.402494,9,0.0,dengede,0.0,0.05670594,0,0.0,dengede,11.0,9.855856,10,1.0,dengede
21,1253,Diyarbakýr,Çýnar,49845,,402,12.0,10.779391,11,1.0,dengede,0.0,0.09302005,0,0.0,dengede,22.0,13.936366,14,8.0,norm_fazlasi
21,1263,Diyarbakýr,Çüngüþ,7925,,299,3.0,3.524113,4,-1.0,norm_eksigi,0.0,0.009601615,0,0.0,dengede,4.0,4.348267,4,0.0,dengede
21,1278,Diyarbakýr,Dicle,26656,,300,6.0,5.03434,5,1.0,norm_fazlasi,1.0,1.3651903,1,0.0,dengede,10.0,8.2842455,8,2.0,norm_fazlasi
21,1791,Diyarbakýr,Eðil,14083,,249,7.0,4.663275,5,2.0,norm_fazlasi,0.0,0.015231796,0,0.0,dengede,14.0,7.189301,7,7.0,norm_fazlasi
21,1315,Diyarbakýr,Ergani,88921,,388,14.0,13.7760725,14,0.0,dengede,2.0,1.85997,2,0.0,dengede,19.0,18.42846,18,1.0,dengede
21,1381,Diyarbakýr,Hani,17866,,292,6.0,4.976308,5,1.0,norm_fazlasi,1.0,0.8865297,1,0.0,dengede,10.0,7.9210014,8,2.0,norm_fazlasi
21,1389,Diyarbakýr,Hazro,9428,,303,6.0,3.721264,4,2.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,10.0,5.639883,6,4.0,norm_fazlasi
21,2041,Diyarbakýr,Kayapýnar,285907,,274,12.0,11.394502,11,1.0,dengede,4.0,5.001473,5,-1.0,norm_eksigi,25.0,19.436562,19,6.0,norm_fazlasi
21,1962,Diyarbakýr,Kocaköy,8751,,281,5.0,3.9695108,4,1.0,norm_fazlasi,0.0,0.0011151433,0,0.0,dengede,11.0,6.2437987,6,5.0,norm_fazlasi
21,1490,Diyarbakýr,Kulp,23388,,296,5.0,5.6170425,6,-1.0,dengede,1.0,0.7446904,1,0.0,dengede,10.0,6.8979583,7,3.0,norm_fazlasi
21,1504,Diyarbakýr,Lice,17464,,305,6.0,6.8326273,7,-1.0,dengede,0.0,0.014481828,0,0.0,dengede,6.0,5.546245,6,0.0,dengede
21,1624,Diyarbakýr,Silvan,57948,,355,8.0,8.273737,8,0.0,dengede,1.0,1.1915058,1,0.0,dengede,15.0,14.305353,14,1.0,dengede
21,2042,Diyarbakýr,Sur,61895,,374,18.0,11.42484,11,7.0,norm_fazlasi,4.0,2.086885,2,2.0,norm_fazlasi,33.0,18.169449,18,15.0,norm_fazlasi
21,2043,Diyarbakýr,Yeniþehir,144382,,359,12.0,9.752103,10,2.0,norm_fazlasi,4.0,4.3945074,4,0.0,dengede,31.0,18.738894,19,12.0,norm_fazlasi
81,1116,Düzce,Akçakoca,22064,,262,4.0,4.521101,5,-1.0,norm_eksigi,1.0,1.3957595,1,0.0,dengede,11.0,11.039245,11,0.0,dengede
81,1784,Düzce,Cumayeri,8161,,244,3.0,2.7102783,3,0.0,dengede,0.0,0.017371021,0,0.0,dengede,4.0,4.037664,4,0.0,dengede
81,1905,Düzce,Çilimli,7972,,275,3.0,3.309801,3,0.0,dengede,1.0,1.2423838,1,0.0,dengede,3.0,5.6170907,6,-3.0,norm_eksigi
81,2017,Düzce,Gümüþova,7175,,301,2.0,3.248681,3,-1.0,norm_eksigi,0.0,0.0311286,0,0.0,dengede,4.0,4.201876,4,0.0,dengede
81,2031,Düzce,Kaynaþlý,5926,,265,3.0,2.6577957,3,0.0,dengede,1.0,1.2877166,1,0.0,dengede,5.0,5.7085495,6,-1.0,dengede
81,1730,Düzce,Yýðýlca,1819,,241,2.0,2.2543461,2,0.0,dengede,0.0,0.024952225,0,0.0,dengede,4.0,4.157707,4,0.0,dengede
22,1307,Edirne,Enez,3558,,418,4.0,4.9764156,5,-1.0,norm_eksigi,0.0,0.05093889,0,0.0,dengede,6.0,4.839705,5,1.0,norm_fazlasi
22,1385,Edirne,Havsa,7129,,440,6.0,6.796811,7,-1.0,dengede,0.0,0.064974464,0,0.0,dengede,8.0,8.756858,9,-1.0,dengede
22,1412,Edirne,Ýpsala,11928,,489,5.0,4.9287157,5,0.0,dengede,1.0,0.9237209,1,0.0,dengede,5.0,5.1785674,5,0.0,dengede
22,1464,Edirne,Keþan,55056,,511,7.0,11.865396,12,-5.0,norm_eksigi,4.0,3.6317413,4,0.0,dengede,14.0,15.724852,16,-2.0,dengede
22,1502,Edirne,Lalapaþa,2676,,338,3.0,5.147031,5,-2.0,norm_eksigi,0.0,0.020746,0,0.0,dengede,6.0,4.835322,5,1.0,norm_fazlasi
22,1523,Edirne,Meriç,5828,,459,2.0,3.6844194,4,-2.0,norm_eksigi,1.0,1.0389572,1,0.0,dengede,4.0,4.2607374,4,0.0,dengede
22,1988,Edirne,Süloðlu,2297,,388,3.0,2.915161,3,0.0,dengede,0.0,0.018647335,0,0.0,dengede,5.0,4.2756147,4,1.0,norm_fazlasi
22,1705,Edirne,Uzunköprü,34219,,481,6.0,8.662343,9,-3.0,norm_eksigi,1.0,1.4459873,1,0.0,dengede,8.0,12.166228,12,-4.0,norm_eksigi
23,1110,Elazýð,Aðýn,1405,,322,1.0,2.4171023,2,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,2.0,2.3345964,2,0.0,dengede
23,1873,Elazýð,Alacakaya,2273,,265,4.0,2.5321987,3,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,2.0,2.8389502,3,-1.0,norm_eksigi
23,1762,Elazýð,Arýcak,6820,,297,2.0,2.7202456,3,-1.0,norm_eksigi,0.0,0.0022949204,0,0.0,dengede,3.0,3.5832462,4,-1.0,norm_eksigi
23,1173,Elazýð,Baskil,4230,,363,5.0,3.7515662,4,1.0,norm_fazlasi,0.0,0.0010556355,0,0.0,dengede,8.0,6.3252506,6,2.0,norm_fazlasi
23,1438,Elazýð,Karakoçan,12975,,316,10.0,6.069828,6,4.0,norm_fazlasi,0.0,0.026426055,0,0.0,dengede,5.0,4.216542,4,1.0,norm_fazlasi
23,1455,Elazýð,Keban,3189,,364,6.0,3.2500713,3,3.0,norm_fazlasi,1.0,1.2642074,1,0.0,dengede,5.0,3.1462717,3,2.0,norm_fazlasi
23,1820,Elazýð,Kovancýlar,17125,,366,8.0,7.5622377,8,0.0,dengede,1.0,0.84947723,1,0.0,dengede,8.0,8.480972,8,0.0,dengede
23,1506,Elazýð,Maden,2761,,324,2.0,3.1127794,3,-1.0,norm_eksigi,0.0,0.01841341,0,0.0,dengede,5.0,3.6366525,4,1.0,norm_fazlasi
23,1566,Elazýð,Palu,8339,,326,6.0,2.7724545,3,3.0,norm_fazlasi,0.0,0.018041492,0,0.0,dengede,5.0,4.1567626,4,1.0,norm_fazlasi
23,1631,Elazýð,Sivrice,3203,,345,5.0,3.3516529,3,2.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,5.0,3.5840313,4,1.0,norm_fazlasi
24,1243,Erzincan,Çayýrlý,3227,,385,4.0,2.531652,3,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,3.0,4.0618205,4,-1.0,norm_eksigi
24,1406,Erzincan,Ýliç,3811,,338,1.0,2.3471112,2,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,1.0,4.001434,4,-3.0,norm_eksigi
24,1459,Erzincan,Kemah,1838,,413,3.0,2.0926862,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,2.0,2.2256768,2,0.0,dengede
24,1460,Erzincan,Kemaliye,1928,,362,2.0,2.179562,2,0.0,dengede,0.0,0.0,0,0.0,dengede,3.0,2.4966033,2,1.0,norm_fazlasi
24,1977,Erzincan,Otlukbeli,1218,,319,1.0,1.7643181,2,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,2.0,2.043368,2,0.0,dengede
24,1583,Erzincan,Refahiye,3013,,339,5.0,2.3354921,2,3.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,1.0,3.4741762,3,-2.0,norm_eksigi
24,1675,Erzincan,Tercan,8604,,423,7.0,5.8261175,6,1.0,dengede,0.0,0.024935983,0,0.0,dengede,3.0,5.644851,6,-3.0,norm_eksigi
24,1853,Erzincan,Üzümlü,8232,,433,4.0,4.4147625,4,0.0,dengede,0.0,0.04452008,0,0.0,dengede,1.0,3.4719431,3,-2.0,norm_eksigi
25,1153,Erzurum,Aþkale,13800,,262,2.0,4.338278,4,-2.0,norm_eksigi,0.0,0.03329262,0,0.0,dengede,6.0,8.756797,9,-3.0,norm_eksigi
25,1945,Erzurum,Aziziye,51776,,291,11.0,10.498965,10,1.0,dengede,1.0,2.191422,2,-1.0,norm_eksigi,13.0,14.927111,15,-2.0,dengede
25,1235,Erzurum,Çat,11266,,158,3.0,3.683192,4,-1.0,norm_eksigi,0.0,0.0072682276,0,0.0,dengede,5.0,6.636158,7,-2.0,norm_eksigi
25,1392,Erzurum,Hýnýs,16051,,266,6.0,6.1576853,6,0.0,dengede,1.0,0.989519,1,0.0,dengede,6.0,5.2259035,5,1.0,norm_fazlasi
25,1396,Erzurum,Horasan,24628,,276,9.0,7.2606564,7,2.0,norm_fazlasi,0.0,0.0681005,0,0.0,dengede,6.0,8.64857,9,-3.0,norm_eksigi
25,1416,Erzurum,Ýspir,13476,,368,4.0,3.8281772,4,0.0,dengede,0.0,0.11220522,0,0.0,dengede,4.0,3.7938735,4,0.0,dengede
25,1812,Erzurum,Karaçoban,15279,,238,4.0,3.4687254,3,1.0,norm_fazlasi,0.0,0.015331849,0,0.0,dengede,4.0,4.5248322,5,-1.0,norm_eksigi
25,1444,Erzurum,Karayazý,18984,,166,5.0,4.296095,4,1.0,norm_fazlasi,1.0,0.82531244,1,0.0,dengede,3.0,6.9720087,7,-4.0,norm_eksigi
25,1967,Erzurum,Köprüköy,11373,,222,5.0,5.8722343,6,-1.0,dengede,0.0,0.0030660406,0,0.0,dengede,5.0,6.578607,7,-2.0,norm_eksigi
25,1540,Erzurum,Narman,10368,,250,4.0,5.5772734,6,-2.0,norm_eksigi,0.0,0.021735422,0,0.0,dengede,5.0,4.8429494,5,0.0,dengede
25,1550,Erzurum,Oltu,23384,,313,3.0,4.1294594,4,-1.0,norm_eksigi,1.0,1.3896115,1,0.0,dengede,5.0,9.091213,9,-4.0,norm_eksigi
25,1551,Erzurum,Olur,6058,,265,3.0,2.596789,3,0.0,dengede,0.0,0.0,0,0.0,dengede,3.0,3.2422726,3,0.0,dengede
25,2044,Erzurum,Palandöken,126460,,213,6.0,7.85398,8,-2.0,norm_eksigi,5.0,3.872875,4,1.0,norm_fazlasi,18.0,14.705794,15,3.0,norm_fazlasi
25,1567,Erzurum,Pasinler,16476,,262,7.0,7.397848,7,0.0,dengede,0.0,0.032826982,0,0.0,dengede,9.0,8.853742,9,0.0,dengede
25,1865,Erzurum,Pazaryolu,3463,,266,3.0,2.1953478,2,1.0,norm_fazlasi,0.0,0.022623144,0,0.0,dengede,5.0,3.3366854,3,2.0,norm_fazlasi
25,1657,Erzurum,Þenkaya,10495,,236,4.0,5.495983,5,-1.0,norm_eksigi,0.0,0.020109586,0,0.0,dengede,4.0,5.872332,6,-2.0,norm_eksigi
25,1674,Erzurum,Tekman,14990,,138,4.0,3.627239,4,0.0,dengede,0.0,0.010723375,0,0.0,dengede,2.0,4.2164793,4,-2.0,norm_eksigi
25,1683,Erzurum,Tortum,11223,,289,6.0,5.4155407,5,1.0,norm_fazlasi,0.0,0.049549982,0,0.0,dengede,8.0,7.486704,7,1.0,dengede
25,1851,Erzurum,Uzundere,6262,,324,2.0,2.7832,3,-1.0,norm_eksigi,0.0,0.030036077,0,0.0,dengede,2.0,3.8657901,4,-2.0,norm_eksigi
25,2045,Erzurum,Yakutiye,139895,,261,11.0,9.86489,10,1.0,dengede,5.0,5.47393,5,0.0,dengede,17.0,15.5434475,16,1.0,dengede
26,1759,Eskiþehir,Alpu,8055,,543,6.0,4.788414,5,1.0,norm_fazlasi,0.0,0.056669924,0,0.0,dengede,10.0,8.701685,9,1.0,dengede
26,1777,Eskiþehir,Beylikova,4501,,479,5.0,5.477047,5,0.0,dengede,0.0,0.00073497,0,0.0,dengede,4.0,4.4062314,4,0.0,dengede
26,1255,Eskiþehir,Çifteler,11580,,499,6.0,6.4420614,6,0.0,dengede,0.0,0.07222459,0,0.0,dengede,9.0,8.765566,9,0.0,dengede
26,1934,Eskiþehir,Günyüzü,5122,,448,3.0,2.681618,3,0.0,dengede,0.0,0.011354096,0,0.0,dengede,5.0,4.0211763,4,1.0,norm_fazlasi
26,1939,Eskiþehir,Han,1775,,319,2.0,2.0486674,2,0.0,dengede,0.0,0.0,0,0.0,dengede,4.0,3.5325859,4,0.0,dengede
26,1808,Eskiþehir,Ýnönü,5061,,469,3.0,3.7270668,4,-1.0,norm_eksigi,0.0,0.037266843,0,0.0,dengede,8.0,4.226723,4,4.0,norm_fazlasi
26,1508,Eskiþehir,Mahmudiye,6549,,511,5.0,4.466936,4,1.0,norm_fazlasi,0.0,0.03009528,0,0.0,dengede,5.0,5.828915,6,-1.0,dengede
