il_adi,ilce_adi,nufus_18plus,yuzolcum,toplam_hayvan_2024,veteriner_hekim,veteriner_tahmini_norm_yuvarlak,veteriner_norm_farki,veteriner_durumu,gida_muhendisi,gida_tahmini_norm_yuvarlak,gida_norm_farki,gida_durumu,ziraat_muhendisi,ziraat_tahmini_norm_yuvarlak,ziraat_norm_farki,ziraat_durumu
Bingöl,Kiðý,2105,,201,1.0,2.0,-1.3420159160384104,norm_eksigi,,0.0,,belirsiz,1.0,5.0,-3.6553849333231954,norm_eksigi
Bingöl,Solhan,14993,,248,5.0,6.0,-0.5323467963370287,dengede,,1.0,,belirsiz,4.0,7.0,-3.2454069745365404,norm_eksigi
Düzce,Gölyaka,8901,,286,4.0,4.0,-0.059572287592276396,dengede,1.0,1.0,-0.04923319977370033,dengede,5.0,7.0,-1.6377857172651211,norm_eksigi
Adana,Aladað,11878,,342,3.0,5.0,-2.311226646093748,norm_eksigi,1.0,1.0,0.04720012982296895,dengede,7.0,8.0,-0.6392376591448325,dengede
Adana,Ceyhan,113379,,570,12.0,12.0,0.10095188334819127,dengede,4.0,4.0,0.2690591678214238,dengede,21.0,15.0,6.124440636789608,norm_fazlasi
Artvin,Yusufeli,5434,,331,6.0,4.0,1.5428537365110238,norm_fazlasi,1.0,1.0,0.16472577089030604,dengede,4.0,7.0,-2.8893536122992893,norm_eksigi
Adana,Çukurova,289068,,388,10.0,9.0,0.5343738774608013,dengede,10.0,7.0,3.159576871250242,norm_fazlasi,13.0,13.0,0.18016037079055458,dengede
Adana,Feke,9559,,331,5.0,5.0,-0.021336028336711443,dengede,,1.0,,belirsiz,6.0,7.0,-1.3481241995212283,dengede
Adana,Ýmamoðlu,18260,,439,7.0,7.0,0.2728147764098976,dengede,1.0,1.0,-0.48270193813345386,dengede,16.0,10.0,6.425049374870005,norm_fazlasi
Adana,Karaisalý,17326,,504,8.0,10.0,-1.5093283456697417,dengede,2.0,2.0,0.3651582808737077,dengede,13.0,11.0,1.6690222881802086,dengede
Adana,Karataþ,18854,,466,5.0,8.0,-2.741726669533918,norm_eksigi,1.0,1.0,-0.4676633113236106,dengede,14.0,10.0,3.6021172960547823,norm_fazlasi
Adana,Kozan,84549,,625,12.0,11.0,0.9337749867602501,dengede,3.0,3.0,-0.06612035672143923,dengede,31.0,14.0,16.951406347914357,norm_fazlasi
Adana,Pozantý,14190,,252,5.0,4.0,0.9346697164775808,dengede,1.0,1.0,-0.3844987913393627,dengede,10.0,7.0,3.425330090773759,norm_fazlasi
Adana,Saimbeyli,10432,,335,4.0,5.0,-0.6895113138434859,dengede,,1.0,,belirsiz,3.0,7.0,-4.33391148044042,norm_eksigi
Adana,Sarýçam,174701,,556,14.0,10.0,3.6196704535399693,norm_fazlasi,5.0,4.0,0.6926414447052247,dengede,21.0,14.0,7.348881241061221,norm_fazlasi
Adana,Seyhan,562903,,596,18.0,16.0,1.8721876518478453,dengede,11.0,11.0,-0.2533397575686056,dengede,28.0,20.0,8.213489868649553,norm_fazlasi
Adana,Tufanbeyli,8625,,378,3.0,6.0,-2.977129309021824,norm_eksigi,,1.0,,belirsiz,4.0,8.0,-4.45959716787053,norm_eksigi
Adana,Yumurtalýk,12084,,469,3.0,6.0,-3.396865638139907,norm_eksigi,1.0,1.0,-0.3674599750523697,dengede,9.0,9.0,-0.4157967627678776,dengede
Adana,Yüreðir,272630,,579,20.0,14.0,6.054606693295314,norm_fazlasi,11.0,6.0,4.530671830844474,norm_fazlasi,43.0,17.0,26.061136574909003,norm_fazlasi
Adýyaman,Besni,38935,,500,9.0,9.0,0.42121981827031973,dengede,1.0,2.0,-0.8209370601555159,dengede,15.0,11.0,3.5531712805333235,norm_fazlasi
Adýyaman,Çelikhan,8298,,275,5.0,4.0,0.8970909893710672,dengede,,1.0,,belirsiz,7.0,6.0,0.5519540098939766,dengede
Adýyaman,Gerger,1961,,394,3.0,4.0,-0.6183834569197,dengede,,0.0,,belirsiz,3.0,6.0,-2.936617793416585,norm_eksigi
Adýyaman,Gölbaþý,26453,,431,7.0,8.0,-1.1871834343482863,dengede,1.0,2.0,-0.5882571426391456,dengede,9.0,10.0,-1.1475243480151534,dengede
Adýyaman,Kahta,61773,,443,11.0,9.0,2.269716367575281,norm_fazlasi,2.0,2.0,-0.44938413165850033,dengede,20.0,11.0,8.671386451713712,norm_fazlasi
Adýyaman,Samsat,2577,,320,3.0,3.0,-0.18505166574680754,dengede,,0.0,,belirsiz,6.0,6.0,0.22600040174459757,dengede
Adýyaman,Sincik,5040,,251,4.0,4.0,0.22513187849456395,dengede,,1.0,,belirsiz,5.0,6.0,-0.9862707973236233,dengede
Adýyaman,Tut,2619,,397,3.0,4.0,-1.0718497315578217,norm_eksigi,,0.0,,belirsiz,6.0,7.0,-0.570550662545708,dengede
Afyonkarahisar,Baþmakçý,3867,,417,5.0,5.0,0.1811236326275667,dengede,,1.0,,belirsiz,4.0,7.0,-3.4752386721593007,norm_eksigi
Afyonkarahisar,Bayat,3345,,353,4.0,4.0,0.17327254207374754,dengede,,0.0,,belirsiz,2.0,6.0,-4.478177727219999,norm_eksigi
Afyonkarahisar,Bolvadin,29923,,446,9.0,8.0,1.3554096552507726,dengede,2.0,2.0,-0.0405616774221933,dengede,8.0,10.0,-2.141719755198938,norm_eksigi
Afyonkarahisar,Çay,14898,,543,8.0,9.0,-0.5074065356788058,dengede,2.0,2.0,0.13116865849980086,dengede,8.0,11.0,-3.1649240243248293,norm_eksigi
Afyonkarahisar,Çobanlar,8280,,296,4.0,5.0,-0.5171855383400707,dengede,,1.0,,belirsiz,3.0,7.0,-3.9312636179530607,norm_eksigi
Afyonkarahisar,Dazkýrý,4523,,461,5.0,6.0,-0.5884060805068838,dengede,,1.0,,belirsiz,6.0,8.0,-2.2394758451362335,norm_eksigi
Afyonkarahisar,Dinar,24237,,561,8.0,9.0,-1.3132818749422164,dengede,1.0,2.0,-1.1674186573060314,norm_eksigi,10.0,12.0,-2.0916614521511416,dengede
Afyonkarahisar,Emirdað,21281,,373,10.0,9.0,0.8091265695085994,dengede,,1.0,,belirsiz,7.0,11.0,-4.317476712436401,norm_eksigi
Afyonkarahisar,Evciler,2804,,299,4.0,4.0,0.3841554140492174,dengede,,0.0,,belirsiz,4.0,6.0,-2.0021378311349087,norm_eksigi
Afyonkarahisar,Hocalar,1701,,306,4.0,3.0,0.9808067919610761,dengede,,0.0,,belirsiz,4.0,5.0,-1.162439540770528,norm_eksigi
Afyonkarahisar,Ýhsaniye,12403,,376,6.0,9.0,-2.523457271557108,norm_eksigi,,1.0,,belirsiz,5.0,10.0,-4.806836777993514,norm_eksigi
Afyonkarahisar,Ýscehisar,10320,,295,4.0,5.0,-0.6639809220140691,dengede,1.0,1.0,0.027829351964633098,dengede,4.0,7.0,-3.0567470892133715,norm_eksigi
Afyonkarahisar,Kýzýlören,1187,,351,2.0,1.0,0.5459302202355181,dengede,,0.0,,belirsiz,5.0,4.0,1.1530680310383286,norm_fazlasi
Afyonkarahisar,Sandýklý,26187,,477,10.0,9.0,1.089274981804877,dengede,1.0,2.0,-1.2045867705766855,norm_eksigi,10.0,11.0,-1.351596602081802,dengede
Afyonkarahisar,Sinanpaþa,22151,,367,6.0,7.0,-1.4962350382928875,dengede,1.0,1.0,-0.43652794668333406,dengede,3.0,9.0,-6.43221925035663,norm_eksigi
Afyonkarahisar,Sultandaðý,7747,,417,7.0,6.0,0.7102083599780151,dengede,,1.0,,belirsiz,5.0,9.0,-3.7716270996669685,norm_eksigi
Afyonkarahisar,Þuhut,12879,,462,10.0,8.0,1.5248881710305024,dengede,1.0,2.0,-0.5475784309352638,dengede,6.0,11.0,-4.808509808156732,norm_eksigi
Aðrý,Diyadin,11534,,207,4.0,8.0,-3.877130314326683,norm_eksigi,,1.0,,belirsiz,4.0,9.0,-4.823970587555785,norm_eksigi
Aðrý,Eleþkirt,10047,,270,7.0,9.0,-2.407621611922208,norm_eksigi,,1.0,,belirsiz,7.0,10.0,-2.516170108412526,norm_eksigi
Aðrý,Hamur,1323,,194,7.0,5.0,1.8738707628913804,norm_fazlasi,,0.0,,belirsiz,4.0,7.0,-3.495437414242268,norm_eksigi
Aðrý,Patnos,36378,,260,11.0,11.0,-0.1900098579895566,dengede,,2.0,,belirsiz,9.0,11.0,-1.88036502882529,dengede
Aðrý,Taþlýçay,3991,,223,7.0,5.0,1.8028065622464178,norm_fazlasi,,1.0,,belirsiz,5.0,7.0,-1.6536377029285028,norm_eksigi
Aðrý,Tutak,4490,,233,5.0,7.0,-1.6837611835978823,norm_eksigi,1.0,1.0,0.4237060157067316,dengede,5.0,8.0,-2.7218702638114536,norm_eksigi
Aksaray,Aðaçören,2599,,306,3.0,4.0,-0.9860842289859164,dengede,,0.0,,belirsiz,2.0,6.0,-4.226783050348656,norm_eksigi
Aksaray,Eskil,13820,,332,7.0,9.0,-1.8412256878000797,norm_eksigi,1.0,1.0,-0.05984660611000647,dengede,7.0,10.0,-3.2518869031388054,norm_eksigi
Aksaray,Gülaðaç,9309,,435,3.0,6.0,-2.652486136114807,norm_eksigi,,1.0,,belirsiz,3.0,9.0,-5.526518178279195,norm_eksigi
Aksaray,Güzelyurt,5249,,412,3.0,5.0,-1.9339325493511694,norm_eksigi,,1.0,,belirsiz,4.0,8.0,-3.7492118599473567,norm_eksigi
Aksaray,Ortaköy,14684,,432,6.0,7.0,-1.3741199223200118,dengede,1.0,1.0,-0.41058802695604624,dengede,7.0,10.0,-3.069395570977459,norm_eksigi
Aksaray,Sarýyahþi,2711,,283,3.0,3.0,-0.029256633935966114,dengede,,0.0,,belirsiz,2.0,6.0,-3.5380842748125563,norm_eksigi
Aksaray,Sultanhaný,8360,,342,4.0,6.0,-1.8407049352807956,norm_eksigi,1.0,1.0,0.03562118464123554,dengede,2.0,8.0,-6.083586236464532,norm_eksigi
Amasya,Göynücek,4117,,381,4.0,5.0,-0.617521006982642,dengede,,0.0,,belirsiz,5.0,7.0,-2.3079268687444445,norm_eksigi
Amasya,Gümüþhacýköy,12801,,472,8.0,7.0,1.1994041564475575,dengede,,1.0,,belirsiz,9.0,10.0,-0.5672896420226756,dengede
Amasya,Hamamözü,1288,,388,3.0,2.0,1.154492103696124,norm_fazlasi,,0.0,,belirsiz,4.0,4.0,-0.27783681955887296,dengede
Amasya,Merzifon,48897,,548,13.0,9.0,3.6605000514283397,norm_fazlasi,3.0,3.0,0.20717725771793072,dengede,24.0,12.0,11.615469619804088,norm_fazlasi
Amasya,Suluova,30018,,432,10.0,8.0,2.1631579794440547,norm_fazlasi,1.0,2.0,-0.7444018963147412,dengede,14.0,10.0,3.8786393487246045,norm_fazlasi
Amasya,Taþova,8401,,510,6.0,7.0,-1.3770686631523024,dengede,,1.0,,belirsiz,11.0,10.0,0.8426588738908585,dengede
Ankara,Akyurt,31768,,423,7.0,7.0,0.06355417356450577,dengede,3.0,2.0,0.965782274027835,dengede,16.0,10.0,6.37786609268468,norm_fazlasi
Ankara,Altýndað,309197,,310,8.0,11.0,-2.793233027586492,norm_eksigi,8.0,9.0,-1.2664997828904596,dengede,14.0,14.0,0.11096367761117953,dengede
Ankara,Ayaþ,9539,,490,8.0,8.0,0.4383859515793693,dengede,2.0,1.0,0.5939382386564742,dengede,20.0,10.0,9.635491647959004,norm_fazlasi
Ankara,Bala,16030,,415,6.0,10.0,-3.796570113478616,norm_eksigi,1.0,1.0,-0.29618193475900156,dengede,10.0,12.0,-1.9525529196232796,dengede
Ankara,Beypazarý,36201,,500,8.0,9.0,-1.2929527249394628,dengede,1.0,3.0,-1.680532455265824,norm_eksigi,13.0,12.0,0.8888088508863277,dengede
Ankara,Çamlýdere,8457,,306,4.0,4.0,-0.12112025609076937,dengede,,1.0,,belirsiz,7.0,7.0,0.30166181170224426,dengede
Ankara,Çankaya,793968,,350,14.0,24.0,-9.542796182482487,norm_eksigi,21.0,25.0,-4.0535462454147115,dengede,30.0,27.0,2.731451007958423,dengede
Ankara,Çubuk,76312,,432,14.0,10.0,4.2949290076229865,norm_fazlasi,3.0,3.0,-0.16092189896432707,dengede,16.0,12.0,4.200352825294523,norm_fazlasi
Ankara,Elmadað,34727,,412,5.0,7.0,-1.9357856568435219,norm_eksigi,3.0,2.0,0.8533604002695379,dengede,8.0,10.0,-1.7058411274647796,dengede
Ankara,Etimesgut,457662,,309,11.0,12.0,-0.5741871546152275,dengede,11.0,11.0,0.4745007851586127,dengede,20.0,15.0,4.990100170281565,norm_fazlasi
Ankara,Evren,2594,,327,1.0,3.0,-2.2851425068828495,norm_eksigi,,0.0,,belirsiz,3.0,6.0,-2.9119104925856387,norm_eksigi
Ankara,Gölbaþý,125765,,527,16.0,12.0,3.5487535450829633,norm_fazlasi,7.0,5.0,2.359973441845062,norm_fazlasi,35.0,15.0,20.013498889420823,norm_fazlasi
Ankara,Güdül,7683,,328,4.0,5.0,-1.2562714397356283,norm_eksigi,,1.0,,belirsiz,7.0,8.0,-0.7281647528445756,dengede
Ankara,Haymana,22234,,497,13.0,12.0,1.3742256514575413,dengede,3.0,2.0,1.4138144850238525,norm_fazlasi,14.0,14.0,0.2908775144379483,dengede
Ankara,Kahramankazan,44785,,496,8.0,13.0,-4.740250222943056,norm_eksigi,4.0,4.0,0.26565950413323547,dengede,21.0,14.0,6.789933798825885,norm_fazlasi
Ankara,Kalecik,10024,,580,4.0,8.0,-4.204122755722413,norm_eksigi,1.0,1.0,-0.29649344550792334,dengede,9.0,11.0,-2.223308371265956,dengede
Ankara,Keçiören,711423,,250,9.0,13.0,-4.118414206523891,norm_eksigi,15.0,14.0,1.4481767794087546,dengede,18.0,17.0,0.9413614943628659,dengede
Ankara,Kýzýlcahamam,24099,,315,6.0,6.0,0.3922765658194427,dengede,1.0,2.0,-0.6090625735326736,dengede,6.0,8.0,-1.941759157416329,norm_eksigi
Ankara,Mamak,519955,,356,8.0,12.0,-3.8763855846987063,norm_eksigi,7.0,10.0,-3.002816417421272,norm_eksigi,14.0,15.0,-1.373457679236008,dengede
Ankara,Nallýhan,19724,,530,7.0,8.0,-1.344744384364148,dengede,1.0,2.0,-0.8328164430124656,dengede,7.0,11.0,-4.171056154784569,norm_eksigi
Ankara,Polatlý,94981,,500,13.0,20.0,-7.420785283673954,norm_eksigi,2.0,4.0,-2.0466226761751294,norm_eksigi,24.0,20.0,3.6522563881912617,dengede
Ankara,Pursaklar,118517,,349,4.0,7.0,-2.609047458235522,norm_eksigi,4.0,4.0,0.37596990416713005,dengede,17.0,10.0,7.380749512414273,norm_fazlasi
Ankara,Sincan,435135,,546,17.0,15.0,1.9757175593067835,dengede,7.0,9.0,-2.404193361718953,norm_eksigi,25.0,18.0,6.702113542510105,norm_fazlasi
Ankara,Þereflikoçhisar,26049,,462,6.0,9.0,-2.6568045967358387,norm_eksigi,1.0,2.0,-0.8674787725317255,dengede,7.0,12.0,-4.669291354918359,norm_eksigi
Ankara,Yenimahalle,553961,,266,13.0,14.0,-1.0223898693165712,dengede,21.0,14.0,6.581415998493629,norm_fazlasi,25.0,18.0,7.317199010279225,norm_fazlasi
Antalya,Akseki,8605,,313,4.0,4.0,-0.04344315402108734,dengede,,1.0,,belirsiz,5.0,7.0,-1.6998326627903877,norm_eksigi
Antalya,Aksu,62680,,497,10.0,23.0,-12.641215196898916,norm_eksigi,3.0,2.0,0.6034525525705949,dengede,37.0,11.0,26.365301640382185,norm_fazlasi
Antalya,Alanya,259406,,407,16.0,11.0,5.215599966052231,norm_fazlasi,7.0,7.0,-0.4583765921924243,dengede,34.0,14.0,20.128735542313557,norm_fazlasi
Antalya,Demre,21601,,230,6.0,4.0,1.8462953712061152,norm_fazlasi,2.0,2.0,0.155670903568929,dengede,14.0,7.0,7.306596344291917,norm_fazlasi
Antalya,Döþemealtý,69911,,543,16.0,9.0,7.197131710036221,norm_fazlasi,2.0,3.0,-0.7831725541987131,dengede,16.0,12.0,4.406840129390728,norm_fazlasi
Antalya,Elmalý,31255,,449,9.0,9.0,0.148510924502407,dengede,1.0,2.0,-0.981288121225351,dengede,17.0,11.0,5.947969177629705,norm_fazlasi
Antalya,Finike,28059,,294,8.0,5.0,3.090553539702581,norm_fazlasi,3.0,2.0,1.0237991024712676,norm_fazlasi,17.0,8.0,9.396692522220015,norm_fazlasi
Antalya,Gazipaþa,44520,,431,12.0,7.0,5.091663967286692,norm_fazlasi,3.0,3.0,0.19810190779151826,dengede,23.0,10.0,13.138660392355638,norm_fazlasi
Antalya,Gündoðmuþ,6903,,249,1.0,3.0,-2.353662458683101,norm_eksigi,1.0,1.0,0.3337576837261387,dengede,4.0,6.0,-1.8613237771421218,norm_eksigi
Antalya,Ýbradý,3646,,269,3.0,3.0,-0.09419388139248364,dengede,,0.0,,belirsiz,4.0,6.0,-1.588511164489585,norm_eksigi
Antalya,Kaþ,32399,,380,10.0,6.0,3.561377109307462,norm_fazlasi,2.0,3.0,-0.524957710263156,dengede,15.0,9.0,5.825039264772885,norm_fazlasi
Antalya,Kemer,34554,,331,6.0,5.0,0.7328083816836122,dengede,4.0,2.0,1.6084944760719475,norm_fazlasi,9.0,8.0,0.8808067893847777,dengede
Antalya,Kepez,475805,,473,12.0,12.0,-0.20702797438197074,dengede,9.0,9.0,0.06942700616025732,dengede,37.0,16.0,21.209675988943307,norm_fazlasi
Antalya,Konyaaltý,155728,,379,8.0,7.0,0.5054160418516309,dengede,7.0,4.0,2.580096682320992,norm_fazlasi,15.0,11.0,4.430567480512421,norm_fazlasi
Antalya,Korkuteli,47023,,496,16.0,12.0,4.125950391099282,norm_fazlasi,2.0,2.0,-0.4424919594356691,dengede,24.0,14.0,10.18963453228675,norm_fazlasi
Antalya,Kumluca,58061,,346,9.0,6.0,3.1778312052907287,norm_fazlasi,2.0,2.0,-0.49120699903098153,dengede,23.0,9.0,14.282754774801095,norm_fazlasi
Antalya,Manavgat,249296,,665,23.0,14.0,8.803317212885716,norm_fazlasi,11.0,7.0,4.073109410707637,norm_fazlasi,30.0,17.0,12.716348942432077,norm_fazlasi
Antalya,Muratpaþa,400613,,316,12.0,12.0,0.3688429774309441,dengede,13.0,11.0,2.2335232300277923,norm_fazlasi,13.0,15.0,-2.027726154630958,dengede
Antalya,Serik,104101,,631,14.0,11.0,3.479892638434732,norm_fazlasi,6.0,4.0,2.4727950539749703,norm_fazlasi,35.0,14.0,21.268413784961,norm_fazlasi
Ardahan,Çýldýr,1819,,203,5.0,4.0,0.5523402384970204,dengede,,0.0,,belirsiz,5.0,6.0,-0.5758843302347945,dengede
Ardahan,Damal,2223,,156,5.0,3.0,1.5250499920201652,norm_fazlasi,,0.0,,belirsiz,2.0,5.0,-2.9473579994750523,norm_eksigi
Ardahan,Göle,6620,,187,10.0,7.0,2.688223217738879,norm_fazlasi,,1.0,,belirsiz,6.0,7.0,-1.4121533805922173,dengede
Ardahan,Hanak,2202,,151,9.0,4.0,4.859826543241284,norm_fazlasi,,0.0,,belirsiz,5.0,5.0,-0.24180943911641073,dengede
Ardahan,Posof,1564,,227,3.0,3.0,0.4983498571757248,dengede,,0.0,,belirsiz,3.0,5.0,-1.5283234405035362,norm_eksigi
Artvin,Ardanuç,4316,,294,3.0,4.0,-1.3629429997954592,norm_eksigi,,0.0,,belirsiz,4.0,6.0,-2.488781524262511,norm_eksigi
Artvin,Arhavi,13351,,212,3.0,4.0,-0.6381995819501181,dengede,2.0,1.0,0.5558719701459549,dengede,8.0,6.0,1.861029518836558,norm_fazlasi
Artvin,Borçka,8206,,195,4.0,3.0,0.5681451651134446,dengede,,1.0,,belirsiz,5.0,6.0,-0.7310569621312712,dengede
Artvin,Hopa,17540,,201,2.0,4.0,-1.6524186293499858,norm_eksigi,1.0,1.0,-0.20855373559968982,dengede,6.0,6.0,-0.00533559492142377,dengede
Artvin,Kemalpaþa,4997,,152,2.0,3.0,-0.6203665301397514,dengede,1.0,1.0,0.1809921542053723,dengede,4.0,5.0,-0.901477379315347,dengede
Artvin,Murgul,3970,,218,3.0,3.0,0.22985780744644035,dengede,,0.0,,belirsiz,2.0,5.0,-3.211949081779683,norm_eksigi
Artvin,Þavþat,5748,,218,5.0,4.0,0.6578168983825776,dengede,1.0,1.0,0.3347097966371102,dengede,2.0,6.0,-4.0757049137543255,norm_eksigi
Aydýn,Bozdoðan,26564,,585,8.0,9.0,-0.8418964578021608,dengede,,2.0,,belirsiz,10.0,12.0,-1.678532014827871,dengede
Aydýn,Buharkent,10092,,415,3.0,5.0,-1.9809532918551138,norm_eksigi,,1.0,,belirsiz,4.0,8.0,-3.9467511144841643,norm_eksigi
Aydýn,Çine,40046,,572,12.0,11.0,1.2780413933268662,dengede,1.0,2.0,-1.4615150942356046,norm_eksigi,11.0,13.0,-1.8573015235392436,dengede
Aydýn,Didim,81769,,468,9.0,8.0,1.488229937040332,dengede,4.0,3.0,0.8348322199509899,dengede,16.0,11.0,5.336428434142096,norm_fazlasi
Aydýn,Efeler,238106,,592,23.0,14.0,8.940195229035222,norm_fazlasi,4.0,7.0,-3.2461535589433748,norm_eksigi,29.0,17.0,12.230919627857325,norm_fazlasi
Aydýn,Germencik,33539,,444,7.0,7.0,-0.4381528422068479,dengede,1.0,2.0,-1.2143124880053255,norm_eksigi,11.0,10.0,0.8496867660778307,dengede
Aydýn,Ýncirliova,41805,,479,9.0,7.0,1.55666483455816,norm_fazlasi,2.0,2.0,-0.028818580934986127,dengede,14.0,10.0,3.8093566484239147,norm_fazlasi
Aydýn,Karacasu,14465,,425,5.0,6.0,-1.1064448343803743,dengede,2.0,1.0,0.7390373913598336,dengede,7.0,9.0,-1.9068127631025504,norm_eksigi
Aydýn,Karpuzlu,9055,,435,8.0,6.0,1.7684413923350313,norm_fazlasi,,1.0,,belirsiz,9.0,9.0,0.25252724682434113,dengede
Aydýn,Koçarlý,18929,,453,9.0,7.0,1.6532076477756323,norm_fazlasi,,2.0,,belirsiz,13.0,10.0,3.1329642227533085,norm_fazlasi
Aydýn,Köþk,22811,,398,6.0,6.0,0.05586969436504319,dengede,2.0,2.0,0.3815001876585873,dengede,8.0,9.0,-0.7097028472002638,dengede
Aydýn,Kuþadasý,112270,,335,8.0,7.0,1.1415770884307586,dengede,5.0,4.0,1.255138705576762,norm_fazlasi,14.0,10.0,4.342328824832684,norm_fazlasi
Aydýn,Kuyucak,22039,,484,10.0,7.0,2.5487883284335444,norm_fazlasi,1.0,2.0,-0.5770993567112341,dengede,12.0,10.0,1.9471415190075483,dengede
Aydýn,Nazilli,128377,,526,13.0,10.0,2.632871511634052,norm_fazlasi,4.0,4.0,0.012436092068691451,dengede,18.0,13.0,4.899109421886525,norm_fazlasi
Aydýn,Söke,95945,,533,17.0,11.0,6.427349596076631,norm_fazlasi,4.0,4.0,0.46052268700641363,dengede,22.0,13.0,8.559641894146425,norm_fazlasi
Aydýn,Sultanhisar,16016,,442,5.0,6.0,-1.2028610093528975,dengede,1.0,2.0,-0.7580057059532561,dengede,14.0,9.0,4.847929757797694,norm_fazlasi
Aydýn,Yenipazar,9814,,426,6.0,6.0,0.2603576361055939,dengede,1.0,1.0,-0.06962152229321328,dengede,7.0,8.0,-1.4579487552206647,dengede
Balýkesir,Altýeylül,148506,,560,28.0,12.0,15.952802173854787,norm_fazlasi,6.0,4.0,1.5829384207619563,norm_fazlasi,21.0,14.0,6.608772723852397,norm_fazlasi
Balýkesir,Ayvalýk,62817,,427,9.0,8.0,0.7748360771258636,dengede,2.0,4.0,-1.5141252249877164,norm_eksigi,9.0,11.0,-1.8943792669697928,dengede
Balýkesir,Balya,12054,,369,6.0,6.0,-0.11310206072202789,dengede,,1.0,,belirsiz,4.0,8.0,-4.320702273814804,norm_eksigi
Balýkesir,Bandýrma,133155,,514,20.0,10.0,9.881675246176211,norm_fazlasi,4.0,4.0,0.09083731059971978,dengede,20.0,13.0,7.080182452742006,norm_fazlasi
Balýkesir,Bigadiç,44996,,502,14.0,9.0,4.697668294796269,norm_fazlasi,1.0,2.0,-1.0652001633705819,norm_eksigi,14.0,11.0,2.5082696151315407,norm_fazlasi
Balýkesir,Burhaniye,57292,,386,8.0,7.0,1.2583614531007212,dengede,3.0,3.0,0.3656660182112246,dengede,13.0,10.0,3.428859064964417,norm_fazlasi
Balýkesir,Dursunbey,28647,,488,6.0,8.0,-1.5780607680086387,norm_eksigi,,2.0,,belirsiz,7.0,10.0,-3.2569275445505994,norm_eksigi
Balýkesir,Edremit,123817,,277,9.0,7.0,1.7107532311877005,norm_fazlasi,3.0,5.0,-1.5205348950313464,norm_eksigi,16.0,10.0,5.983229229693416,norm_fazlasi
Balýkesir,Erdek,28097,,354,4.0,5.0,-1.3382934338516668,norm_eksigi,2.0,2.0,-0.01013394967686354,dengede,8.0,8.0,-0.19442876241743967,dengede
Balýkesir,Gömeç,13757,,331,4.0,5.0,-0.8719384227126854,dengede,1.0,1.0,-0.4428431338173169,dengede,9.0,8.0,1.3679536748097076,dengede
Balýkesir,Gönen,66301,,575,10.0,11.0,-0.5178752657886534,dengede,3.0,3.0,-0.0875402321428167,dengede,17.0,13.0,3.8599032916607,norm_fazlasi
Balýkesir,Havran,25769,,341,9.0,6.0,3.383954784608525,norm_fazlasi,2.0,2.0,0.4168244349283461,dengede,9.0,8.0,0.8080051140611673,dengede
Balýkesir,Ývrindi,27286,,467,9.0,8.0,0.9054487506887252,dengede,,2.0,,belirsiz,8.0,10.0,-2.290096627447129,norm_eksigi
Balýkesir,Karesi,149659,,457,22.0,10.0,11.830900037500191,norm_fazlasi,5.0,4.0,0.50538457650004,dengede,14.0,13.0,1.4337680950078866,dengede
Balýkesir,Kepsut,19704,,478,9.0,7.0,1.8254092113374014,norm_fazlasi,1.0,2.0,-0.6552763403951745,dengede,7.0,10.0,-2.86071144680532,norm_eksigi
Balýkesir,Manyas,15587,,484,6.0,8.0,-2.298151166928726,norm_eksigi,2.0,1.0,0.5612146066379271,dengede,9.0,11.0,-1.5618697105113775,dengede
Balýkesir,Marmara,7333,,244,2.0,4.0,-1.6414607760387665,norm_eksigi,1.0,1.0,-0.3968626301918088,dengede,2.0,6.0,-4.1867712129946515,norm_eksigi
Balýkesir,Savaþtepe,13612,,488,6.0,6.0,-0.3717826934962911,dengede,,1.0,,belirsiz,2.0,9.0,-7.3749444690487,norm_eksigi
Balýkesir,Sýndýrgý,26566,,509,10.0,8.0,2.22370040351222,norm_fazlasi,1.0,2.0,-0.8131576829247336,dengede,8.0,11.0,-2.5123127730014776,norm_eksigi
Balýkesir,Susurluk,30790,,518,12.0,9.0,3.4772385246147337,norm_fazlasi,,2.0,,belirsiz,8.0,11.0,-3.0976162404148866,norm_eksigi
Bartýn,Amasra,4995,,311,5.0,4.0,1.2696988196417873,norm_fazlasi,1.0,1.0,0.10720674132060681,dengede,5.0,6.0,-1.4136973380882862,norm_eksigi
Bartýn,Kurucaþile,1847,,307,1.0,2.0,-1.37712267593208,norm_eksigi,,0.0,,belirsiz,4.0,5.0,-0.8811659383602404,dengede
Bartýn,Ulus,8826,,394,4.0,5.0,-1.0061474905349543,norm_eksigi,,1.0,,belirsiz,2.0,8.0,-5.790482910548389,norm_eksigi
Batman,Beþiri,11989,,292,8.0,6.0,1.8699041111864352,norm_fazlasi,1.0,1.0,0.11660355145882084,dengede,13.0,8.0,4.960437998251029,norm_fazlasi
Batman,Gercüþ,5899,,247,4.0,8.0,-3.5877866872006496,norm_eksigi,,0.0,,belirsiz,9.0,8.0,1.1820860979220624,dengede
Batman,Hasankeyf,2885,,221,4.0,3.0,1.413886863421057,norm_fazlasi,,0.0,,belirsiz,9.0,5.0,4.015771430917487,norm_fazlasi
Batman,Kozluk,19353,,310,7.0,7.0,-0.3577769225153391,dengede,1.0,1.0,-0.2052931615857272,dengede,12.0,9.0,3.24353881793445,norm_fazlasi
